[Tue Jul  3 11:06:18.401 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:18.405 2012] 0.000 sec [all/2/rel 0 (0,2000)] [street_core] qumsiashvili niko
[Tue Jul  3 11:06:18.409 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:18.413 2012] 0.000 sec [all/2/rel 0 (0,2000)] [street_core] tsuladze sergo i shes
[Tue Jul  3 11:06:18.418 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:18.422 2012] 0.000 sec [all/2/rel 1 (0,2000)] [street_core] gakhokidze mikheili
[Tue Jul  3 11:06:18.434 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:18.438 2012] 0.000 sec [all/2/rel 0 (0,2000)] [street_core] gorgasali vakhtangi
[Tue Jul  3 11:06:18.443 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:18.448 2012] 0.000 sec [all/2/rel 33 (0,2000)] [street_core] guramishvili daviti
[Tue Jul  3 11:06:18.571 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:18.575 2012] 0.000 sec [all/2/rel 10 (0,2000)] [street_core] samgori
[Tue Jul  3 11:06:18.621 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:18.624 2012] 0.000 sec [all/2/rel 0 (0,2000)] [street_core] tmogvi
[Tue Jul  3 11:06:18.630 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:18.633 2012] 0.000 sec [all/2/rel 3 (0,2000)] [street_core] rcheulishvili gurami
[Tue Jul  3 11:06:18.654 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:18.658 2012] 0.000 sec [all/2/rel 5 (0,2000)] [street_core] bogvi
[Tue Jul  3 11:06:18.687 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:18.690 2012] 0.000 sec [all/2/rel 1 (0,2000)] [street_core] borodini
[Tue Jul  3 11:06:18.704 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:18.708 2012] 0.000 sec [all/2/rel 13 (0,2000)] [street_core] tkibuli
[Tue Jul  3 11:06:18.879 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:18.883 2012] 0.000 sec [all/2/rel 1 (0,2000)] [street_core] uridia revazi
[Tue Jul  3 11:06:18.896 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:18.900 2012] 0.000 sec [all/2/rel 0 (0,2000)] [street_core] khvedeliani iakobi
[Tue Jul  3 11:06:18.904 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:18.908 2012] 0.000 sec [all/2/rel 0 (0,2000)] [street_core] kushitashvili vasili
[Tue Jul  3 11:06:18.913 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:18.916 2012] 0.000 sec [all/2/rel 0 (0,2000)] [street_core] ortachali
[Tue Jul  3 11:06:18.921 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:18.925 2012] 0.000 sec [all/2/rel 10 (0,2000)] [street_core] samgori
[Tue Jul  3 11:06:18.971 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:18.974 2012] 0.000 sec [all/2/rel 2 (0,2000)] [street_core] abashi
[Tue Jul  3 11:06:18.991 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:18.995 2012] 0.000 sec [all/2/rel 0 (0,2000)] [street_core] andronikashvili elepteri
[Tue Jul  3 11:06:19.001 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:19.004 2012] 0.000 sec [all/2/rel 40 (0,2000)] [street_core] kakheti
[Tue Jul  3 11:06:19.140 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:19.143 2012] 0.000 sec [all/2/rel 18 (0,2000)] [street_core] salia
[Tue Jul  3 11:06:19.204 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:19.208 2012] 0.000 sec [all/2/rel 1 (0,2000)] [street_core] vertskhli
[Tue Jul  3 11:06:19.222 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:19.227 2012] 0.000 sec [all/2/rel 5 (0,2000)] [street_core] daisi
[Tue Jul  3 11:06:19.255 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:19.259 2012] 0.000 sec [all/2/rel 47 (0,2000)] [street_core] pirosmani
[Tue Jul  3 11:06:19.574 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:19.578 2012] 0.000 sec [all/2/rel 0 (0,2000)] [street_core] zemo vedzei
[Tue Jul  3 11:06:19.584 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:19.588 2012] 0.000 sec [all/2/rel 1 (0,2000)] [street_core] beriashvili giorgi
[Tue Jul  3 11:06:19.602 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:19.606 2012] 0.000 sec [all/2/rel 1 (0,2000)] [street_core] qindzmarauli
[Tue Jul  3 11:06:19.623 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:19.627 2012] 0.000 sec [all/2/rel 1 (0,2000)] [street_core] aladashvili aleqsandre
[Tue Jul  3 11:06:19.641 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:19.649 2012] 0.000 sec [all/2/rel 7 (0,2000)] [street_core] cholokashvili qaqutsa
[Tue Jul  3 11:06:19.688 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:19.691 2012] 0.000 sec [all/2/rel 0 (0,2000)] [street_core] qinqladze otari
[Tue Jul  3 11:06:19.698 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:19.702 2012] 0.000 sec [all/2/rel 0 (0,2000)] [street_core] tsikhisdziri
[Tue Jul  3 11:06:19.708 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:19.711 2012] 0.000 sec [all/2/rel 1 (0,2000)] [street_core] zhinvali
[Tue Jul  3 11:06:19.726 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:19.730 2012] 0.000 sec [all/2/rel 3 (0,2000)] [street_core] eristavi tornike
[Tue Jul  3 11:06:19.749 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:19.752 2012] 0.000 sec [all/2/rel 1 (0,2000)] [street_core] nioradze giorgi
[Tue Jul  3 11:06:19.768 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:19.771 2012] 0.000 sec [all/2/rel 1 (0,2000)] [street_core] aleqsi-meskhishvili lado
[Tue Jul  3 11:06:19.779 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:19.783 2012] 0.000 sec [all/2/rel 0 (0,2000)] [street_core] tsikhisdziri
[Tue Jul  3 11:06:19.789 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:19.793 2012] 0.000 sec [all/2/rel 4 (0,2000)] [street_core] melaani
[Tue Jul  3 11:06:19.817 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:19.821 2012] 0.000 sec [all/2/rel 0 (0,2000)] [street_core] zhghenti domenti
[Tue Jul  3 11:06:19.826 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:19.830 2012] 0.000 sec [all/2/rel 4 (0,2000)] [street_core] khimshiashvili selimi
[Tue Jul  3 11:06:19.860 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:19.864 2012] 0.000 sec [all/2/rel 4 (0,2000)] [street_core] manjgaladze erosi
[Tue Jul  3 11:06:20.017 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:20.022 2012] 0.000 sec [all/2/rel 13 (0,2000)] [street_core] didgori
[Tue Jul  3 11:06:20.089 2012] 0.000 sec [all/2/rel 2 (0,20)] [settlement_core] tbilisi
[Tue Jul  3 11:06:20.094 2012] 0.000 sec [all/2/rel 1 (0,2000)] [street_core] mukhadze grigoli
